材料ID,品牌,车系,分析对象名称,车型价格范围,能源形式,车身形式,级别,座位数,来源类型,来源平台,地区,时间,年龄段,职业,家庭结构,是否已购,购车阶段,决策周期,主要决策人,决策影响人,用户原文,数据性质,拟定依据,参考来源标题,参考来源平台,参考来源URL
UM0124,AITO问界,问界M6,问界M6,22.98-29.98万,纯电动/增程式插混,SUV,中大型,5座,用户评论,车质网,广东,2026-06,40-45岁,自由职业者,三代同住,已购,价格谈判,1个月内,本人+父母,父母,我对问界M6整体印象不错，座舱流畅、配置丰富，家人坐着也舒服。只是价格偏高，底盘舒适取向对喜欢驾驶的人不一定友好，这些需要在试驾时提前说明。,公开网页用户评论风格改写,问界M7口碑中常见华为智驾、鸿蒙座舱、六座空间、增程续航优势，以及底盘偏软、满载后备厢和第三排局促等反馈。,问界M7 车质网口碑,车质网,https://www.12365auto.com/review/3363_0_0_1.shtml
UM0125,北京奔驰,奔驰C级,奔驰C级,29.99-34.56万,常规混合动力,轿车,中型,5座,用户评论,太平洋汽车,湖北,2026-05,50岁以上,私营业主,商务+家庭兼用,未购,初步了解,2周左右,本人,父母,关注奔驰C级主要是因为豪华感和后排空间，价格在29.99-34.56万这个区间内比较有吸引力。对比同级别车型时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0126,北京奔驰,奔驰C级,奔驰C级,29.99-34.56万,常规混合动力,轿车,中型,5座,访谈记录,销售反馈模拟,江苏,2026-04,30-35岁,公务员/事业单位,已婚二孩,流失,试驾体验,1周内,公司/家庭共同使用者,朋友/同事,我对奔驰C级的第一印象是实用，轿车车身能满足日常通勤和家庭使用。顾虑是价格权益，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0127,北京奔驰,奔驰C级,奔驰C级,29.99-34.56万,常规混合动力,轿车,中型,5座,问卷回答,公开论坛/社区讨论,山东,2026-08,40-45岁,私营业主,已婚一孩,未购,已购复盘,2个月以上,家庭共同决策,无明显影响人,选车时把奔驰C级和同价位竞品放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在后排空间，不足可能是配置差异，需要试驾后再判断。,公开网页问卷回答风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0128,比亚迪,海豹08,海豹08,19.69-23.99万,纯电动/非增程式插混,轿车/,中大型,5座,用户评论,车质网,湖南,2026-04,35-40岁,个体经营者,已婚未育,已购,价格谈判,1周内,公司/家庭共同使用者,销售顾问,关注海豹08主要是因为通勤舒适和外观协调，价格在19.69-23.99万这个区间内比较有吸引力。对比吉利银河时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0129,比亚迪,海豹08,海豹08,19.69-23.99万,纯电动/非增程式插混,轿车/,中大型,5座,访谈记录,公开问卷语料模拟,北京,2026-08,45-50岁,制造业管理岗,已婚二孩,意向中,流失反馈,2个月以上,家庭共同决策,配偶,我对海豹08的第一印象是实用，轿车/车身能满足日常通勤和家庭使用。顾虑是装载能力，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0130,比亚迪,海豹08,海豹08,19.69-23.99万,纯电动/非增程式插混,轿车/,中大型,5座,问卷回答,公开网页评论整理,河南,2026-07,25-30岁,私营业主,商务+家庭兼用,已购,对比评估,1-2个月,本人+父母,孩子,选车时把海豹08和五菱星光放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在外观协调，不足可能是后排头部空间，需要试驾后再判断。,公开网页问卷回答风格改写,用于非重点品牌车系的公开车主口碑检索入口；具体车型后续可替换为逐车系URL。,车质网口碑通用入口,车质网,https://www.12365auto.com/review/
UM0131,理想汽车,理想i6,理想i6,24.98-26.98万,纯电动,SUV,中大型,5座,用户评论,懂车帝,山东,2026-08,40-45岁,金融/咨询从业者,三代同住,流失,初步了解,2个月以上,本人+父母,配偶,家里有孩子后看车重点变成空间和舒适，理想i6的六座布局、二排体验和车内配置比较打动家人。也看过蔚来ES8，但我觉得理想更像是为全家出行设计的车，唯一还在意的是价格权益。,公开网页用户评论风格改写,理想L8口碑中高频出现整体空间出色、配置丰富、舒适性和驾驶体验，同时也有后备厢、第三排、刹车/底盘等反馈。,理想L8 懂车帝车主口碑,懂车帝,https://www.dongchedi.com/auto/series/score/6095-x-S0-P107-x-x-1
UM0132,理想汽车,理想i6,理想i6,24.98-26.98万,纯电动,SUV,中大型,5座,访谈记录,公开论坛/社区讨论,上海,2026-07,35-40岁,企业职员,已婚二孩,未购,试驾体验,1-2个月,家庭共同决策,孩子,试驾理想i6以后感觉增程方案很适合我们这种周末常出城的家庭，市区用电、长途加油都不焦虑。家里人对座椅和静谧性评价很好，比之前看的小鹏G9更容易形成共识。,公开网页访谈记录风格改写,理想L8口碑中高频出现整体空间出色、配置丰富、舒适性和驾驶体验，同时也有后备厢、第三排、刹车/底盘等反馈。,理想L8 懂车帝车主口碑,懂车帝,https://www.dongchedi.com/auto/series/score/6095-x-S0-P107-x-x-1
UM0133,理想汽车,理想i6,理想i6,24.98-26.98万,纯电动,SUV,中大型,5座,问卷回答,销售反馈模拟,四川,2026-06,30-35岁,设计/传媒从业者,已婚一孩,流失,已购复盘,1个月内,本人+配偶,配偶,我关注理想i6主要是因为增程无续航焦虑和孩子和老人乘坐体验，孩子坐后排不容易闹，老人上下车也方便。价格不算低，但如果把家庭使用频率和配置算进去，我会觉得它比较值。,公开网页问卷回答风格改写,理想L8口碑中高频出现整体空间出色、配置丰富、舒适性和驾驶体验，同时也有后备厢、第三排、刹车/底盘等反馈。,理想L8 懂车帝车主口碑,懂车帝,https://www.dongchedi.com/auto/series/score/6095-x-S0-P107-x-x-1
UM0134,理想汽车,理想i6,理想i6,24.98-26.98万,纯电动,SUV,中大型,5座,销售反馈,公开论坛/社区讨论,湖北,2026-05,40-45岁,个体经营者,三代同住,未购,初步了解,2周左右,本人+父母,孩子,销售讲空间时如果能直接带我们体验儿童座椅、老人乘坐和后备厢装载，会比单纯讲参数更有效。理想i6让我最安心的是长途没有补能焦虑，家人满意度也高。,公开网页销售反馈风格改写,理想L8口碑中高频出现整体空间出色、配置丰富、舒适性和驾驶体验，同时也有后备厢、第三排、刹车/底盘等反馈。,理想L8 懂车帝车主口碑,懂车帝,https://www.dongchedi.com/auto/series/score/6095-x-S0-P107-x-x-1
UM0135,理想汽车,理想i6,理想i6,24.98-26.98万,纯电动,SUV,中大型,5座,用户评论,懂车帝,江苏,2026-04,35-40岁,制造业管理岗,已婚二孩,流失,试驾体验,1周内,家庭共同决策,配偶,对比问界M9时，我知道对方也有强项，但理想i6在家庭场景上的完整度更强，座舱、座椅和补能方式都更符合我们的日常。现在主要等权益合适就会下定。,公开网页用户评论风格改写,公开车主长评中有家庭六座、二三排空间、舒适性、NVH、辅助驾驶和权益变化等表达。,理想L8 懂车帝车主点评,懂车帝,https://www.dongchedi.com/auto/series/score/6095-x-S5-P52-x-1-1
UM0136,北京奔驰,奔驰GLC,奔驰GLC,35.18-46.28万,常规混合动力,SUV,中型,5座/7座,用户评论,太平洋汽车,北京,2026-08,45-50岁,企业中层管理,已婚二孩,已购,流失反馈,2个月以上,家庭共同决策,配偶,关注奔驰GLC主要是因为豪华感和后排空间，价格在35.18-46.28万这个区间内比较有吸引力。对比Model Y时，我会重点看空间、配置和长期用车成本。,公开网页用户评论风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0137,北京奔驰,奔驰GLC,奔驰GLC,35.18-46.28万,常规混合动力,SUV,中型,5座/7座,访谈记录,公开问卷语料模拟,河南,2026-07,25-30岁,金融/咨询从业者,已婚一孩,意向中,对比评估,1-2个月,本人+父母,孩子,我对奔驰GLC的第一印象是实用，SUV车身能满足日常通勤和家庭使用。顾虑是价格权益，如果销售能把真实续航、保养或售后讲清楚，会更容易推动决策。,公开网页访谈记录风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0138,北京奔驰,奔驰GLC,奔驰GLC,35.18-46.28万,常规混合动力,SUV,中型,5座/7座,问卷回答,公开网页评论整理,广东,2026-06,35-40岁,企业中层管理,商务+家庭兼用,已购,价格谈判,1个月内,本人+配偶,销售顾问,选车时把奔驰GLC和奥迪Q5L放在一起比较，主要看价格、配置、能源形式和品牌可信度。它的优势在后排空间，不足可能是配置差异，需要试驾后再判断。,公开网页问卷回答风格改写,奔驰E级公开点评总结强调后排空间、豪华内饰和科技感；配置差异和座椅/细节也有反馈。,奔驰E级 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg1603/m112715/
UM0139,华晨宝马,宝马5系,宝马5系,36.80-44.80万,常规混合动力,轿车,中大型,5座,用户评论,太平洋汽车,上海,2026-07,30-35岁,公务员/事业单位,已婚二孩,流失,试驾体验,1-2个月,本人+父母,朋友/同事,看宝马5系主要是冲着操控和品牌去的，转向、动力响应和底盘质感仍然是优势。我也试了奔驰E级，但宝马开起来更有参与感，只是配置性价比会影响家里人的接受度。,公开网页用户评论风格改写,宝马5系网友印象含后排空间大、变速箱聪明、大气、操控性好；缺点涉及内饰、悬挂、空调、异味等。,宝马5系 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg441/q-z8/
UM0140,华晨宝马,宝马5系,宝马5系,36.80-44.80万,常规混合动力,轿车,中大型,5座,访谈记录,公开论坛/社区讨论,四川,2026-06,40-45岁,私营业主,已婚一孩,未购,已购复盘,1个月内,本人+配偶,无明显影响人,宝马5系适合自己开，动力响应和变速箱匹配比较明显。家里人更关注后排和舒适，我会担心悬挂、配置和用车成本，尤其和奥迪A6L放在一起比时性价比没有那么突出。,公开网页访谈记录风格改写,宝马5系网友印象含后排空间大、变速箱聪明、大气、操控性好；缺点涉及内饰、悬挂、空调、异味等。,宝马5系 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg441/q-z8/
UM0141,华晨宝马,宝马5系,宝马5系,36.80-44.80万,常规混合动力,轿车,中大型,5座,问卷回答,销售反馈模拟,湖北,2026-05,50岁以上,公务员/事业单位,商务+家庭兼用,流失,初步了解,2周左右,本人,父母,如果预算到这个价位，我希望车既要有品牌，也要有智能化体验。宝马5系的传统机械素质没问题，但在座舱科技和配置完整度上，需要销售解释清楚它的价值。,公开网页问卷回答风格改写,宝马5系网友印象含后排空间大、变速箱聪明、大气、操控性好；缺点涉及内饰、悬挂、空调、异味等。,宝马5系 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg441/q-z8/
UM0142,华晨宝马,宝马5系,宝马5系,36.80-44.80万,常规混合动力,轿车,中大型,5座,销售反馈,公开论坛/社区讨论,江苏,2026-04,30-35岁,私营业主,已婚二孩,未购,试驾体验,1周内,公司/家庭共同使用者,朋友/同事,我对宝马5系的选择理由是驾驶质感和品牌认可，但如果主要是家庭用车，我会认真比较奥迪A8的空间和舒适配置。销售最好先判断我是自己开多还是全家坐多。,公开网页销售反馈风格改写,宝马5系网友印象含后排空间大、变速箱聪明、大气、操控性好；缺点涉及内饰、悬挂、空调、异味等。,宝马5系 太平洋汽车车主点评,太平洋汽车,https://price.pcauto.com.cn/comment/sg441/q-z8/
