样本ID,品牌,车系,分析对象名称,车型价格范围,价格段,能源形式,车身形式,级别,座位数,地区,调查时间,年龄段,性别,职业,家庭年收入区间,家庭结构,家庭成员,是否有孩,是否有老人同住/常乘坐,当前用车状态,首购/增购/换购,原有车型/品牌,购车预算,购车阶段,决策周期,主要决策人,决策影响人,购车动因,主要使用场景,信息来源,是否试驾,最关注因素,关注理由,主要顾虑,对比车型,最终倾向,是否成交,流失原因,开放题摘要,沟通触点建议,数据性质,拟定依据,参考来源标题,参考来源URL
S016-06,东风日产,日产NX8,日产NX8,15.99-20.99万,10-20万,纯电动；增程式插混,SUV,中大型,5座,福建省,2026-07-04,31-35岁,男,公务员/事业单位,20-30万,单身,2人,否,否,无车,首购,无车,10-30万,流失/转向竞品,1-2个月,家庭共同决策,朋友/同事；KOL/博主；车主评价,长途/自驾；换新能源,老人小孩乘坐；长途自驾；充电便利场景,车主群/社群讨论；KOL评测；朋友/同事推荐,是,智能驾驶；售后服务；外观设计；空间舒适,希望兼顾家人乘坐和周末出行；希望降低通勤和长途驾驶压力,用车能耗/续航；价格是否值得,钛7；华境S；RAV4荣放,价格合适会买,待定,,受访者关注智能驾驶，主要用于老人小孩乘坐；同时对用车能耗/续航仍有疑问，决策中会对比钛7；华境S；RAV4荣放。,先围绕老人小孩乘坐场景切入，再把智能驾驶转化为可感知体验；对用车能耗/续航需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S016-07,东风日产,日产NX8,日产NX8,15.99-20.99万,10-20万,纯电动；增程式插混,SUV,中大型,5座,湖北省,2026-07-10,18-25岁,男,公务员/事业单位,20-30万,已婚一孩,3人,是,否,无车,首购,无车,10-30万,价格谈判,2周-1个月,本人+配偶,子女；父母；车主评价,空间升级；低成本出行,长途自驾；老人小孩乘坐；周末短途,车主群/社群讨论；朋友/同事推荐；KOL评测,是,智能驾驶；售后服务；低使用成本；外观设计,希望降低通勤和长途驾驶压力,售后维修成本；续航达成率；用车能耗/续航,华境S；RAV4荣放,已下订,是,,受访者关注智能驾驶，主要用于长途自驾；同时对售后维修成本仍有疑问，决策中会对比华境S；RAV4荣放。,先围绕长途自驾场景切入，再把智能驾驶转化为可感知体验；对售后维修成本需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S016-08,东风日产,日产NX8,日产NX8,15.99-20.99万,10-20万,纯电动；增程式插混,SUV,中大型,5座,河南省,2026-06-17,36-40岁,女,公务员/事业单位,20-30万,已婚一孩,2人,是,是,家中已有新能源车,增购,家中已有新能源车,10-30万,流失/转向竞品,1-2个月,家庭共同决策,车主评价；父母,家庭出行升级；换新能源；长途/自驾,充电便利场景；周末短途；城市通勤,KOL评测；懂车帝/汽车之家口碑,是,安全性；低使用成本；空间舒适,希望兼顾家人乘坐和周末出行,用车能耗/续航；竞品是否更强；售后维修成本,RAV4荣放；星越L,已购,是,,受访者关注安全性，主要用于充电便利场景；同时对用车能耗/续航仍有疑问，决策中会对比RAV4荣放；星越L。,先围绕充电便利场景场景切入，再把安全性转化为可感知体验；对用车能耗/续航需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-01,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,重庆市,2026-08-06,18-25岁,男,企业职员,20-30万,恋爱/情侣同住,4人,否,否,无车,首购,无车,10万以内,已试驾,2周-1个月,本人+配偶,KOL/博主；车主评价；朋友/同事,智能化体验；家庭出行升级,商务接待；城市通勤；周末短途,朋友/同事推荐；品牌直营店/4S店；懂车帝/汽车之家口碑,否,空间舒适；低使用成本；通勤舒适,希望兼顾家人乘坐和周末出行,底盘舒适性；后备厢空间；保值率,长安Lumin；埃尚,倾向本品,待定,,受访者关注空间舒适，主要用于商务接待；同时对底盘舒适性仍有疑问，决策中会对比长安Lumin；埃尚。,先围绕商务接待场景切入，再把空间舒适转化为可感知体验；对底盘舒适性需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-02,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,四川省,2026-06-18,18-25岁,男,企业职员,10-20万,恋爱/情侣同住,4人,否,否,15-25万合资/自主车,换购,15-25万合资/自主车,10万以内,流失/转向竞品,1周内,本人,车主评价；配偶,低成本出行；换新能源；智能化体验,家庭出行；充电便利场景,品牌直营店/4S店；小红书/抖音内容,是,驾驶质感；售后服务；保值率,希望在预算内获得更稳定的综合体验,智能化是否稳定；后排空间是否够用,埃尚；QQ冰淇淋,倾向本品,待定,,受访者关注驾驶质感，主要用于家庭出行；同时对智能化是否稳定仍有疑问，决策中会对比埃尚；QQ冰淇淋。,先围绕家庭出行场景切入，再把驾驶质感转化为可感知体验；对智能化是否稳定需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-03,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,上海市,2026-07-05,26-30岁,女,自由职业/内容创作者,20-30万,恋爱/情侣同住,4人,否,是,无车,首购,无车,10万以内,已购/用车复盘,1周内,本人,车主评价；配偶,空间升级；通勤代步；家庭出行升级,充电便利场景；城市通勤,KOL评测；小红书/抖音内容；车主群/社群讨论,是,品牌认知；外观设计；驾驶质感,在意品牌形象和商务/社交场景认可度,售后网络是否成熟；售后维修成本,QQ冰淇淋；奔腾小马；五菱宏光,倾向本品,待定,,受访者关注品牌认知，主要用于充电便利场景；同时对售后网络是否成熟仍有疑问，决策中会对比QQ冰淇淋；奔腾小马；五菱宏光。,先围绕充电便利场景场景切入，再把品牌认知转化为可感知体验；对售后网络是否成熟需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-04,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,四川省,2026-08-14,26-30岁,不便透露,企业职员,20-30万,恋爱/情侣同住,4人,否,否,无车,首购,无车,10万以内,对比评估,2周-1个月,本人,KOL/博主；朋友/同事；配偶,换新能源；通勤代步；低成本出行,周末短途；充电便利场景,懂车帝/汽车之家口碑；车主群/社群讨论,否,售后服务；空间舒适；智能座舱,希望兼顾家人乘坐和周末出行,后备厢空间；售后维修成本,奔腾小马；五菱宏光,继续比较,待定,,受访者关注售后服务，主要用于周末短途；同时对后备厢空间仍有疑问，决策中会对比奔腾小马；五菱宏光。,先围绕周末短途场景切入，再把售后服务转化为可感知体验；对后备厢空间需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-05,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,福建省,2026-06-02,18-25岁,男,自由职业/内容创作者,10-20万,单身,4人,否,是,无车,首购,无车,10万以内,对比评估,1-2周,本人,KOL/博主；车主评价,换新能源；通勤代步,城市通勤；周末短途；家庭出行,品牌直营店/4S店；KOL评测；朋友/同事推荐,是,低使用成本；保值率；安全性；通勤舒适,希望在预算内获得更稳定的综合体验,续航达成率；售后维修成本；后排空间是否够用,五菱宏光；长安Lumin,价格合适会买,待定,,受访者关注低使用成本，主要用于城市通勤；同时对续航达成率仍有疑问，决策中会对比五菱宏光；长安Lumin。,先围绕城市通勤场景切入，再把低使用成本转化为可感知体验；对续航达成率需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-06,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,北京市,2026-06-16,18-25岁,女,企业职员,20-30万,已婚无孩,2人,否,否,无车,首购,无车,10万以内,已试驾,1周内,本人,车主评价；配偶；KOL/博主,家庭出行升级；换新能源,充电便利场景；商务接待,朋友/同事推荐；KOL评测；车主群/社群讨论,是,外观设计；安全性；通勤舒适；保值率,希望在预算内获得更稳定的综合体验,价格是否值得；售后维修成本,长安Lumin；埃尚；QQ冰淇淋,倾向本品,待定,,受访者关注外观设计，主要用于充电便利场景；同时对价格是否值得仍有疑问，决策中会对比长安Lumin；埃尚；QQ冰淇淋。,先围绕充电便利场景场景切入，再把外观设计转化为可感知体验；对价格是否值得需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-07,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,上海市,2026-06-22,26-30岁,女,企业职员,10-20万,单身,4人,否,是,家中已有燃油车,增购,家中已有燃油车,10万以内,已下订,1-2周,本人,朋友/同事；车主评价,家庭出行升级；低成本出行；空间升级,商务接待；充电便利场景,车主群/社群讨论；朋友/同事推荐,是,空间舒适；智能驾驶；保值率,希望兼顾家人乘坐和周末出行；希望降低通勤和长途驾驶压力,续航达成率；保值率；售后网络是否成熟,埃尚；QQ冰淇淋,继续比较,待定,,受访者关注空间舒适，主要用于商务接待；同时对续航达成率仍有疑问，决策中会对比埃尚；QQ冰淇淋。,先围绕商务接待场景切入，再把空间舒适转化为可感知体验；对续航达成率需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S017-08,上汽通用五菱,宏光MINIEV,宏光MINIEV,3.58-5.58万,5万以下,纯电动,轿车,微型,4座,广东省,2026-06-25,26-30岁,男,企业职员,10-20万,已婚无孩,2人,否,是,家中已有新能源车,增购,家中已有新能源车,10万以内,已购/用车复盘,2周-1个月,父母参与,配偶；车主评价；朋友/同事,智能化体验；家庭出行升级；通勤代步,家庭出行；周末短途,懂车帝/汽车之家口碑；品牌直营店/4S店；车主群/社群讨论,否,品牌认知；安全性；价格权益,在意品牌形象和商务/社交场景认可度；希望同预算下配置和权益更划算,智能化是否稳定；补能是否方便,QQ冰淇淋；奔腾小马,倾向本品,待定,,受访者关注品牌认知，主要用于家庭出行；同时对智能化是否稳定仍有疑问，决策中会对比QQ冰淇淋；奔腾小马。,先围绕家庭出行场景切入，再把品牌认知转化为可感知体验；对智能化是否稳定需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
S018-01,长安汽车,长安Lumin,长安Lumin,3.79-6.59万,5-10万,纯电动,轿车,微型,4座,重庆市,2026-08-01,18-25岁,不便透露,企业职员,10-20万,恋爱/情侣同住,3人,否,是,无车,首购,无车,10万以内,已试驾,1-2周,本人+配偶,朋友/同事；KOL/博主,家庭出行升级；通勤代步,家庭出行；充电便利场景；商务接待,小红书/抖音内容；懂车帝/汽车之家口碑；品牌直营店/4S店,否,外观设计；通勤舒适；驾驶质感；低使用成本,希望在预算内获得更稳定的综合体验,后排空间是否够用；底盘舒适性；智能化是否稳定,凯翼拾月；宏光MINIEV,价格合适会买,待定,,受访者关注外观设计，主要用于家庭出行；同时对后排空间是否够用仍有疑问，决策中会对比凯翼拾月；宏光MINIEV。,先围绕家庭出行场景切入，再把外观设计转化为可感知体验；对后排空间是否够用需结合竞品对比和真实用车成本解释。,公开资料方向拟定/模拟问卷样本,基于车型定位、价格段、能源形式、公开车主口碑和公开用户画像报告拟定；仅用于产品Demo，不代表真实调研结果。,2024增换购用户需求洞察｜汽车之家研究院,https://www.autohome.com.cn/news/202409/1300865.html
